"700","Cueva de la Cocina","","1941","4","Principal","Triangle","No","0.32","0.86","Abrupte","Abrupte","Directa","Directa"
"701","Cueva de la Cocina","","1941","4","Principal","Triangle","No","0.2","0.69","Abrupte","Abrupte","Directa","Directa"
"702","Cueva de la Cocina","","1941","4","Principal","Triangle","No","0.18","0.67","Abrupte","Abrupte","Directa","Directa"
"703","Cueva de la Cocina","","1941","4","Principal","Triangle","No","0.27","0.56","Abrupte","Abrupte","Directa","Directa"
"705","Cueva de la Cocina","","1941","4","Principal","Trapezi","No","0.22","0.45","Abrupte","Abrupte","Directa","Directa"
"708","Cueva de la Cocina","","1941","4","Principal","Triangle","No","0.21","1.08","Abrupte","Abrupte","Directa","Directa"
"711","Cueva de la Cocina","","1941","4","Principal","Trapezi","No","0.24","0.95","Abrupte","Part trencada","Directa","Part trencada"
"718","Cueva de la Cocina","","1941","5","Principal","Triangle","No","0.3","0.9","Abrupte","Abrupte","Directa","Directa"
"720","Cueva de la Cocina","","1941","5","Principal","Triangle","No","0.17","0.58","Abrupte","Abrupte","Directa","Directa"
"721","Cueva de la Cocina","","1941","5","Principal","Triangle","No","0.32","0.84","Abrupte","Abrupte","Directa","Directa"
"722","Cueva de la Cocina","","1941","5","Principal","Triangle","No","0.3","0.86","Abrupte","Abrupte","Directa","Directa"
"723","Cueva de la Cocina","","1941","5","Principal","Trapezi","No","0.15","0.55","Abrupte","Abrupte","Directa","Directa"
"725","Cueva de la Cocina","","1941","5","Principal","Trapezi","No","0.26","1.23","Abrupte","Abrupte","Directa","Directa"
"726","Cueva de la Cocina","","1941","5","Principal","Trapezi","No","0.28","0.73","Abrupte","Abrupte","Directa","Directa"
"727","Cueva de la Cocina","","1941","5","Principal","Trapezi","No","0.28","0.77","Abrupte","Abrupte","Directa","Directa"
"728","Cueva de la Cocina","","1941","5","Principal","Trapezi","No","0.18","0.65","Abrupte","Abrupte","Directa","Directa"
"729","Cueva de la Cocina","","1941","5","Principal","Trapezi","No","0.18","0.4","Abrupte","Abrupte","Directa","Directa"
"799","Cueva de la Cocina","","1941","10","Principal","Trapezi","No","0.18","0.7","Abrupte","Abrupte","Directa","Directa"
"800","Cueva de la Cocina","","1941","10","Principal","Trapezi","No","0.2","1.25","Abrupte","Abrupte","Directa","Directa"
